vertex_index,distance,angle,elev,x,y,relief,velocity
278,1081.44563833212283,136.09740299835542,288.102,1026590.675,-537704.416,9.070,7.299
279,1084.41519050742181,125.72654627550946,288.359,1026592.734,-537706.555,9.148,6.905
280,1088.22944797249011,115.35568955186567,288.719,1026596.181,-537708.189,9.250,6.905
281,1092.04370543760820,107.85496703133032,288.813,1026599.628,-537709.822,9.297,6.905
282,1095.14054654575284,100.35424450894541,289.039,1026602.674,-537710.379,9.430,6.905
283,1098.23738765387657,117.02134521205925,289.125,1026605.721,-537710.935,9.453,6.905
284,1102.61785326902373,133.68844591623241,289.367,1026608.888,-537713.961,9.516,7.717
285,1106.99831888417089,117.95738042888799,289.594,1026612.056,-537716.987,9.664,7.717
286,1109.98423187826734,102.22631494263511,289.734,1026614.974,-537717.619,9.648,7.717
287,1112.97014487238857,91.53403323450299,289.828,1026617.892,-537718.251,9.680,7.717
288,1116.83130464293868,80.84175152541675,290.094,1026621.704,-537717.637,9.523,7.717
289,1120.69246441360360,104.69225117573380,290.266,1026625.516,-537717.022,9.445,7.717
290,1123.54570031671460,128.54275082591340,290.367,1026627.748,-537718.800,9.469,7.717
291,1126.39893621982560,115.45110439698024,290.492,1026629.979,-537720.578,9.523,7.717
292,1130.77838998437414,102.03420995907889,290.867,1026634.257,-537721.515,9.641,7.717
293,1134.20863149048682,101.70896195030799,291.000,1026637.616,-537722.211,9.773,7.717
294,1137.63887299648536,104.70206577357057,291.258,1026640.975,-537722.908,9.914,7.717
295,1141.04996699914432,107.69516959663579,291.500,1026644.225,-537723.944,10.016,7.717
296,1144.46106100180327,116.46083855854926,291.609,1026647.474,-537724.981,10.117,7.717
297,1148.16207620863702,125.22650752119883,291.781,1026650.498,-537727.116,10.172,7.717
298,1151.86309141553807,131.30875312059030,291.852,1026653.521,-537729.251,10.156,7.717
299,1156.08494278545686,137.39099871978047,292.023,1026656.379,-537732.358,10.102,7.717
300,1160.30679415546138,131.90882073968234,292.141,1026659.237,-537735.465,10.094,7.717
301,1164.25497973441770,126.42664275972911,292.422,1026662.414,-537737.810,10.094,7.717
302,1168.20316531344315,118.48885313099314,292.602,1026665.591,-537740.154,10.141,7.717
303,1171.87495363310995,110.55106350210916,292.844,1026669.029,-537741.443,10.172,7.717
304,1175.54674195292660,110.55106350210916,293.055,1026672.467,-537742.732,10.172,7.717
305,1179.21853027259340,91.43442888176801,293.148,1026675.905,-537744.021,10.250,7.717
306,1181.88947346462191,72.31779426276886,293.219,1026678.450,-537743.210,10.141,7.717
307,1184.56041665650400,92.87932631068396,293.273,1026680.995,-537742.398,10.078,7.717
308,1188.89081981296295,113.44085835748233,293.461,1026684.968,-537744.121,10.008,7.717
309,1193.22122296952875,122.82101804796118,293.703,1026688.941,-537745.844,10.008,7.717
310,1197.35842713033662,132.20117773934356,294.172,1026692.006,-537748.623,10.047,7.717
311,1201.49563129122271,144.77257131434723,294.391,1026695.070,-537751.402,10.117,7.717
312,1205.39830350424336,157.34396488796506,294.641,1026696.574,-537755.003,10.234,7.717
313,1209.30097571730880,145.05897600431840,294.773,1026698.077,-537758.605,10.352,7.717
314,1212.97067995267435,132.77398712274459,294.766,1026700.771,-537761.097,10.422,7.717
315,1216.64038418803352,124.61617234562580,294.719,1026703.464,-537763.589,10.469,7.717
316,1219.88838678112916,116.45835756630353,294.664,1026706.372,-537765.036,10.406,7.717
317,1223.13638937417295,115.38168189641226,294.719,1026709.280,-537766.483,10.297,7.717
318,1227.29791467485279,114.30500622777008,294.961,1026713.073,-537768.196,10.016,4.996
319,1231.45943997542668,121.10434190895526,295.273,1026716.865,-537769.909,9.789,4.996
320,1235.52894250436634,127.90367758981060,295.828,1026720.076,-537772.409,9.617,4.996
321,1239.59844503330601,127.90367969364149,296.102,1026723.287,-537774.909,9.625,4.996
322,1243.61283990619290,127.90368179681685,296.461,1026726.455,-537777.375,9.742,4.996
323,1247.62723477900818,121.99458457903296,296.656,1026729.622,-537779.842,9.805,4.996
324,1252.24170718528740,98.98042413359131,296.906,1026733.767,-537781.871,9.898,4.996
325,1256.40276532182634,81.87536090437136,297.047,1026737.886,-537781.283,9.875,4.996
